,review,label
0,"Against my better judgement i did actually watch this cash grab... all i can say is shame on everone involved, and shame on the politically correct critics who were afraid of a sexism backlash if they reviewed this one honestly... either that or they were paid well!",0
1,"What happens when you take an original, funny, timeless movie like Ghostbusters(1984) and reboot it, smear it with unfunny one liners, thinly veiled misandry, steal its scenes because you're creatively bankrupt and try to profit on its name? You get Ghostbusters 2016: an insultingly bad cash grab  that tries to sell itself as an ""upgrade"" to the first film, while using gender politics to shield itself from any type of criticism. Don't waste your money.",0
2,"I have had more entertaining stomach flus. The entire movie felt so... desperate. They were desperate to seem funny, desperate to appeal to nostalgia, desperate to keep our attention. Their desperation become so obvious you begin to pity those involved in its creation.",0
3,"I loved the original when I was a kid, and was pretty hyped for this one despite the haters.While the actresses are ok and the CGI, while plenty, are not too bad, there is a huge problem : it's absolutely not funny. The writing is completely flat, delivery feels forced; it looked very amateurish; and after the first 10 minutes you realize you will be bored for the next hour and a half. Sorely disappointed...",0
4,"I hated to say it, but the haters got this one right.  Let me be clear, ripping on a film you haven't even seen is still a bit childish, but the movie is just awful.  I took my family to see it last night, and never in my life have I ever seen an audience more stone-faced during a comedy.  It was a weird almost uncomfortable atmosphere. It doesn't work as a comedy targeted at adults; many of the jokes are beyond worn out and predictable.  The effects are cartoonish.  The film doesn't work as a family picture either.  Some of the humor actually pretty crude.  I can not recommend this for those with younger kids.  Throughout the entire film, i sat there wondering:  ""Who exactly was the target audience for this?"" My girls did not enjoy it, and I was bored out of my skull after about the first half.  The only redeeming thing for me was Wiig.  She was her usal offbeat, but charming self.  McCarthy was just awful.  Literally nothing redeeming about her performance.  Jones who is usually hilarious, was saddled with a bad script and some truly horrible lines.  McKinnon is just kind of there.  She was utterly forgettable.  The males in the movie don't fair much better.  Hemsworth hammed it up, but it was way over the top.  Even the usually solid Andy Garcia looked like he was phoning it in.   Cameos from some of the original cast members felt shoehorned in as well. All in all, I wanted to like this, hell I defended this, but it falls well short of the mark.  Save your money, and wait for it to hit the bargain bin.",0
5,"A giant disappointment from many extremely talented people.  From the moment that this new cast was announced and Director Paul Feig was brought on board I was excited about this film.  I like all the female leads in this film and I especially love them working with Feig.  From Bridesmaids to The Heat to Spy, Paul Feig really knows how to direct all female casts.  Unfortunately he fails to deliver with Ghostbusters, a horribly unfunny waste of time.  I've seen worse in 2016 but I haven't seen anything as disappointing.  D",0
6,"What a huge disappointment. I went into this with an open mind and left frustrated and annoyed. There were a few moments that made me chuckle, and I absolutely loved the intro scene, to the point that I turned to my gf and said ""if the rest is like that I will be soooo happy, that was awesome!"". Unfortunately it was not. The plot was absolutely terrible, the forced cameos were completely unnecessary and the ending was horrendous. The actresses were a bit of a split bag, Melissa Mcarthy and Leslie Jones were actually the funniest out of the bunch, which I was not expecting. The trailers showed Leslie Jones character to be a stereotypical sassy black woman, when instead she played very similar to the originals Winston Zeddemore. Kristen Wigg was ok, however Kate McKinnon's ""wacky"" character grated from the very start, feeling very forced and irritating. I really am still scratching my head over a lot of the plot trying to understand it. Overall this was a below average, poorly written movie that actually showed some potential but couldn't get past the awful plot.",0
7,"Cheesy acting, dumb jokes, cliche and horrible written characters. The GhostBusters Reboot will pass like another failed intent to gained fame at expenses of a classic franchise",0
8,"This turns out to be just a really bad movie and an insult to the Ghostbusters franchise. After all the years of Sony saying no to making a new Ghostbusters movie and when they finally decide to this is the result. The actors in this movie just don't create the sort of chemistry and flow that made the original great. That being said it is also not their fault as they are not bad themselves. Kate McKinnon does a good job with what she has to work with as does Leslie Jones even though she is put into such a stereotypical character. I look forward to seeing these two in much better films. The writing in this film is just awful and in large the most atrocious part of this movie.  The male characters are horrible and other than Chris Hemsworth are completely forgettable. The cameos by the original cast are absolutely terrible and insulting. I did still enjoy Annie Potts but her cameo could have been much better to. There is just so much in this movie that makes no sense. In the first film since the Ghostbusters were new to this they basically destroyed the hotel with their proton packs just trying to catch Slimer but in this film they are all great shots somehow. The CGI overall was not very good and this movie seemed like it would have been better as a cartoon or a movie for kids. In the end Ghostbusters 2016 is just a bad movie and a cash grab that should have never happened like this. The blame falls on Sony, Amy Pascal, and Paul Feig for how this whole thing turned out. They should be ashamed of themselves and never allowed to touch something like this again. The worst part to me is that I think we could have gotten a good new Ghostbusters film but that would have required getting the right director and choosing the cast because they are right for these parts. Having women Ghostbusters is great but when you start out by making the qualifications for the part to simply be female and that's all that matters then you will never find a great cast capable of giving you that Ghostbusters magic. I wish Sony would have taken the time to do this right and make a great movie instead of worrying about politics and catering to the vocal minority. One last thing that needs to be mentioned is that Sony deleted the comments of a large number of women that were critical of this film to frame it as just men being sexist. Sorry Sony but if you respect women then you don't erase and silence the voices of those that don't agree with you.",0
9,"Sat through it last night because wife wanted to. Words fail me at just how awful this is. It is literally Pixels with Women. People keep praising Hemsworth and McKinnon. I have no idea why. Thor boy plays a moron. A complete and utter moron. It that's your thing go watch some old Mel Brooks movies and look for Teri Garr. That's Hemsworth in this. Shallow and stupid. And McKinnon? She's like a random clown thrown in to distract you from realizing just how awful and souless this mess is. Look! Jangly Keys!!! she is comepletely insanely random. She would work better in a Monty Python sketch. It's like she is channeling all Three Stooges in one body, at their most annoying. I suspect they accidentally gave her an old script for ""Tank Girl"" and nobody bothered to correct it. But at least she has and is a character. Which cannot be said of the rest of the cast. I can't believe any critic with ethics or a soul is giving this dumpster fire of a movie a mid to high grade. Just save your money. Take your family to see the Pets movie. Again if needed. Don't subject your poor daughters to this mess in order to empower them. They deserve better.",0
